N,P,K,temperature,humidity,ph,rainfall,label
65.9,48.2,38.4,18.8,71.2,6.39,479.2,carrot
54.2,22.6,48.9,17.7,69.6,6.37,484.8,carrot
47.6,46.1,19.6,18.8,69.5,6.47,508.9,carrot
60.0,26.7,19.5,18.6,72.2,6.57,478.9,carrot
62.8,41.2,43.1,18.9,70.5,6.52,560.0,carrot
71.7,25.2,36.2,17.9,70.1,6.69,467.5,carrot
72.4,43.0,38.2,19.1,72.2,6.47,550.6,carrot
67.0,58.5,61.5,18.6,71.5,6.32,502.5,carrot
52.3,44.3,36.9,19.0,71.0,6.67,474.8,carrot
43.8,29.3,44.9,18.0,70.2,6.39,489.5,carrot
57.1,51.1,18.4,17.3,71.7,6.37,426.1,carrot
59.9,36.5,48.4,17.3,71.2,6.5,478.9,carrot
75.0,43.2,10.0,19.7,69.8,6.69,599.5,carrot
51.6,64.4,59.6,18.2,70.4,6.48,488.7,carrot
53.7,37.4,41.4,16.8,70.8,6.67,490.6,carrot
45.1,65.5,27.0,19.1,67.5,6.66,448.8,carrot
54.1,29.9,22.5,18.3,67.3,6.86,512.3,carrot
75.8,32.1,14.2,18.8,68.6,6.33,509.7,carrot
55.4,42.6,31.4,18.4,72.4,6.43,486.6,carrot
77.1,33.0,31.0,18.9,69.7,6.55,466.1,carrot
61.0,37.0,37.4,19.8,69.9,6.71,481.6,carrot
60.2,42.8,65.9,17.9,68.8,6.6,515.0,carrot
74.3,33.5,44.4,17.3,70.8,6.42,500.8,carrot
52.9,32.0,44.7,18.4,70.1,6.5,505.4,carrot
83.3,69.9,60.8,18.5,70.4,6.44,476.9,carrot
44.6,31.9,58.1,19.6,69.7,6.26,527.1,carrot
68.0,50.9,32.0,18.7,67.7,6.79,478.0,carrot
41.9,39.5,45.4,18.4,70.1,6.73,488.5,carrot
39.4,26.4,33.3,18.4,67.8,6.74,533.2,carrot
38.7,38.3,40.3,18.0,70.4,6.51,514.2,carrot
42.6,35.3,23.0,19.5,70.5,6.75,506.6,carrot
65.7,34.5,51.5,19.8,71.9,6.57,555.8,carrot
52.3,35.5,44.3,17.4,69.5,6.74,457.2,carrot
63.4,43.9,53.0,19.2,68.6,6.49,541.7,carrot
73.3,33.7,50.7,19.2,71.4,6.62,500.8,carrot
65.9,38.9,61.9,19.5,70.2,6.7,482.9,carrot
67.8,40.8,55.9,18.1,69.0,6.64,443.5,carrot
67.4,30.5,24.2,18.6,71.0,6.45,492.6,carrot
57.7,39.1,16.7,17.8,69.2,6.42,499.1,carrot
66.5,45.2,35.5,16.4,70.2,6.33,513.3,carrot
38.1,54.7,43.7,20.1,69.5,6.45,542.3,carrot
68.8,46.3,39.7,19.2,71.0,6.44,428.9,carrot
49.2,40.3,28.8,17.9,69.0,6.63,513.3,carrot
72.7,44.4,47.7,18.6,69.0,6.79,465.6,carrot
83.9,41.4,52.0,18.8,70.9,6.4,497.0,carrot
85.4,16.6,38.5,19.8,69.0,6.65,516.4,carrot
32.3,51.5,60.6,18.7,68.4,6.39,491.2,carrot
56.5,28.6,31.4,19.6,70.3,6.63,499.0,carrot
56.4,44.9,42.0,18.6,70.6,6.33,476.2,carrot
66.8,34.9,32.1,17.9,70.3,6.24,524.5,carrot
62.3,51.4,48.7,17.8,70.3,6.57,466.6,carrot
19.0,62.0,44.4,16.8,71.5,6.34,469.4,carrot
64.9,37.7,20.8,17.9,70.8,6.56,471.7,carrot
53.9,49.6,25.3,18.5,69.3,6.58,535.5,carrot
59.6,39.5,29.8,18.5,69.2,6.55,515.2,carrot
59.0,47.7,35.7,19.3,70.3,6.39,468.5,carrot
59.9,35.8,30.6,15.9,67.3,6.51,455.2,carrot
45.8,35.0,38.0,18.7,71.2,6.51,451.8,carrot
74.1,71.8,11.8,17.3,71.2,6.51,522.4,carrot
49.5,36.9,60.0,18.5,72.0,6.53,455.2,carrot
76.9,38.5,10.0,18.9,71.9,6.62,519.3,carrot
72.4,42.3,45.3,18.6,71.0,6.28,477.9,carrot
68.9,48.3,38.8,19.0,69.6,6.64,499.1,carrot
58.2,17.5,38.3,18.6,67.8,6.33,499.6,carrot
64.9,34.6,10.0,17.8,70.2,6.27,497.5,carrot
62.3,34.2,36.0,18.1,69.5,6.44,512.7,carrot
64.0,32.3,34.1,17.4,72.4,6.52,482.7,carrot
59.6,37.2,51.4,18.3,71.5,6.44,529.1,carrot
48.4,40.1,37.4,18.9,71.3,6.56,497.0,carrot
73.7,49.3,43.1,17.7,71.4,6.64,492.5,carrot
76.6,34.1,49.6,18.0,67.9,6.42,518.8,carrot
43.3,23.7,58.3,18.2,68.1,6.66,518.3,carrot
53.3,38.4,56.1,18.5,72.0,6.59,489.8,carrot
76.3,48.8,13.4,17.7,69.4,6.39,548.1,carrot
68.1,30.9,53.3,18.4,71.0,6.71,463.2,carrot
58.9,11.1,40.4,18.5,69.4,6.51,497.5,carrot
60.4,45.9,15.6,18.4,67.5,6.56,511.6,carrot
57.8,23.3,21.9,17.5,70.2,6.46,437.5,carrot
59.0,49.1,29.7,16.4,69.2,6.43,455.1,carrot
61.1,27.0,44.1,18.9,71.4,6.56,525.9,carrot
81.2,34.2,40.0,18.2,70.1,6.48,545.9,carrot
51.7,50.9,35.0,20.2,71.4,6.69,508.9,carrot
49.6,60.6,26.4,20.2,70.9,6.63,548.1,carrot
66.8,43.8,38.3,18.8,71.1,6.72,476.2,carrot
54.8,40.7,83.7,18.6,72.0,6.6,488.8,carrot
50.6,33.6,51.9,18.7,69.3,6.56,548.4,carrot
55.8,18.4,21.0,17.8,70.9,6.44,460.3,carrot
57.5,40.6,36.9,18.7,71.1,6.39,492.2,carrot
47.6,44.8,45.4,19.0,70.6,6.64,463.8,carrot
69.4,43.8,40.2,19.0,71.8,6.76,500.0,carrot
57.1,58.3,10.0,17.4,68.6,6.53,452.4,carrot
65.5,42.1,46.6,18.5,71.1,6.52,514.4,carrot
48.9,35.9,62.7,18.5,70.7,6.52,570.5,carrot
64.0,58.2,41.5,16.4,70.0,6.56,501.9,carrot
75.2,37.4,41.9,18.4,71.9,6.59,531.7,carrot
75.6,53.5,27.4,19.7,69.7,6.5,517.6,carrot
56.4,33.1,27.8,18.8,69.9,6.67,499.7,carrot
47.5,30.9,46.0,18.4,68.9,6.39,475.5,carrot
56.3,38.2,38.7,16.9,69.9,6.64,476.6,carrot
97.6,24.4,17.7,17.0,70.8,6.6,522.0,carrot
50.7,60.7,73.9,19.1,68.8,6.46,488.8,carrot
48.4,37.7,33.3,17.1,69.1,6.41,450.8,carrot
53.9,21.8,33.1,17.4,71.9,6.46,465.8,carrot
41.7,53.6,52.4,19.3,71.0,6.35,519.9,carrot
35.7,44.3,43.3,18.3,68.5,6.34,528.4,carrot
80.8,38.2,32.5,18.1,73.0,6.47,474.0,carrot
97.8,31.2,47.1,19.7,70.0,6.64,526.3,carrot
32.6,46.1,27.6,18.2,68.8,6.7,468.8,carrot
73.2,46.7,52.1,20.0,69.5,6.7,490.9,carrot
67.3,26.7,48.9,17.6,69.8,6.55,524.7,carrot
68.9,11.3,45.8,18.3,69.8,6.5,458.7,carrot
57.3,44.0,53.6,18.1,70.0,6.46,527.0,carrot
65.5,25.2,14.3,17.8,71.8,6.45,488.5,carrot
31.1,33.5,50.5,17.6,71.3,6.64,477.0,carrot
57.3,39.3,27.3,18.4,70.8,6.47,550.2,carrot
44.7,46.1,41.9,19.3,70.6,6.53,524.7,carrot
56.7,19.1,57.8,20.2,69.1,6.3,456.9,carrot
49.4,47.5,28.2,19.4,68.7,6.31,494.7,carrot
51.5,59.2,30.1,20.1,70.0,6.44,549.7,carrot
55.0,39.7,30.5,19.3,70.9,6.4,500.7,carrot
77.5,59.1,11.4,19.5,69.3,6.67,474.5,carrot
55.2,41.9,91.0,18.7,69.3,6.54,503.0,carrot
43.5,20.2,39.6,18.8,71.0,6.52,512.0,carrot
81.6,13.2,61.9,18.3,72.0,6.51,434.5,carrot
66.8,34.9,30.3,18.1,70.3,6.56,542.0,carrot
37.6,45.5,40.1,18.2,69.4,6.41,450.9,carrot
64.6,5.0,38.4,18.7,69.7,6.38,523.2,carrot
20.5,47.7,34.7,19.1,69.3,6.22,534.9,carrot
63.1,20.9,81.6,20.2,70.4,6.71,453.0,carrot
69.6,23.4,44.9,19.8,71.0,6.6,492.4,carrot
46.4,21.1,51.4,19.7,70.5,6.43,516.8,carrot
47.1,34.0,37.1,18.3,71.2,6.43,455.3,carrot
52.3,38.1,33.7,18.9,71.3,6.56,470.8,carrot
49.5,46.4,44.1,18.6,69.5,6.52,550.7,carrot
53.4,38.5,42.9,19.6,70.9,6.66,472.4,carrot
58.2,43.2,34.0,18.3,70.8,6.49,505.9,carrot
56.0,30.7,38.6,18.2,69.9,6.56,470.0,carrot
57.7,49.4,29.6,18.8,72.8,6.42,504.3,carrot
75.3,27.2,63.6,20.1,70.7,6.5,500.2,carrot
45.5,54.1,20.7,18.7,69.1,6.54,521.9,carrot
66.7,29.2,30.0,18.6,68.0,6.38,487.1,carrot
63.3,41.4,24.5,18.8,70.8,6.49,530.5,carrot
27.5,51.7,32.2,18.7,70.8,6.52,465.2,carrot
50.2,49.6,43.0,18.0,69.8,6.57,531.9,carrot
26.9,51.1,23.8,18.8,72.0,6.73,494.0,carrot
53.1,34.8,29.0,18.9,70.5,6.4,440.7,carrot
87.9,28.6,41.9,17.9,69.8,6.54,486.7,carrot
26.7,58.5,49.2,19.1,67.2,6.26,476.4,carrot
65.0,39.1,56.7,19.1,69.3,6.79,532.7,carrot
62.8,29.1,15.6,19.1,71.7,6.46,544.5,carrot
60.8,41.8,70.7,19.2,67.5,6.41,531.9,carrot
52.4,33.0,43.5,18.0,70.8,6.46,494.3,carrot
33.7,34.0,54.7,18.4,70.4,6.14,522.7,carrot
51.8,26.2,20.3,18.0,70.7,6.57,512.5,carrot
78.7,34.3,39.6,21.0,72.3,6.4,515.2,carrot
51.2,41.5,27.4,18.3,68.9,6.5,470.7,carrot
58.5,59.2,32.6,19.1,72.0,6.49,484.7,carrot
71.6,39.4,52.6,18.2,70.3,6.41,476.6,carrot
60.1,44.0,46.7,19.1,69.1,6.46,482.9,carrot
50.2,46.7,48.9,18.5,69.3,6.56,477.3,carrot
45.9,28.5,47.6,19.8,69.6,6.21,484.0,carrot
42.0,37.1,30.6,20.0,71.2,6.41,519.4,carrot
54.0,39.5,41.5,17.8,68.5,6.6,507.3,carrot
54.8,51.0,43.0,18.1,68.0,6.66,542.2,carrot
61.4,56.0,45.3,19.2,70.3,6.64,496.1,carrot
71.9,35.6,20.7,17.9,71.1,6.35,488.2,carrot
61.7,35.3,45.9,18.7,69.3,6.42,476.7,carrot
55.6,26.2,35.7,19.3,72.3,6.76,518.1,carrot
49.8,35.8,21.8,18.6,69.5,6.53,574.2,carrot
76.0,24.3,37.4,17.3,71.3,6.45,545.4,carrot
53.0,43.2,59.0,18.6,70.2,6.57,542.2,carrot
56.0,55.5,32.8,17.2,69.7,6.32,537.9,carrot
75.2,39.4,56.5,18.7,67.7,6.37,446.2,carrot
75.0,51.5,41.0,19.5,72.0,6.43,474.7,carrot
52.9,35.4,58.3,18.6,70.1,6.45,510.7,carrot
64.5,23.8,55.4,17.2,69.6,6.47,483.4,carrot
55.1,40.7,50.0,19.2,69.7,6.41,522.5,carrot
56.3,43.2,13.5,18.4,69.5,6.54,512.0,carrot
49.3,29.6,44.9,18.9,70.7,6.38,518.0,carrot
62.1,44.5,14.8,19.0,71.6,6.66,476.8,carrot
71.3,49.6,43.6,18.1,68.9,6.56,458.3,carrot
69.0,34.6,19.6,18.9,68.4,6.47,447.0,carrot
78.5,16.3,11.2,17.9,67.8,6.78,468.9,carrot
65.4,33.9,22.5,17.8,73.0,6.4,450.4,carrot
63.5,34.5,68.7,19.4,69.9,6.8,521.8,carrot
36.6,53.0,31.2,18.8,70.0,6.12,554.3,carrot
59.8,41.3,33.9,18.7,70.2,6.39,537.8,carrot
46.2,31.4,12.1,17.3,69.9,6.32,488.2,carrot
66.1,46.6,41.5,18.6,69.3,6.33,507.9,carrot
58.9,35.3,38.9,18.5,69.9,6.39,519.8,carrot
46.2,58.9,46.9,19.2,70.2,6.34,459.9,carrot
60.6,25.0,48.4,18.6,69.7,6.24,444.7,carrot
57.0,50.6,10.0,18.6,70.5,6.76,459.5,carrot
56.3,20.6,62.9,18.9,69.7,6.57,481.0,carrot
66.4,41.6,57.2,17.3,70.2,6.52,472.0,carrot
82.0,25.0,24.3,18.9,66.8,6.52,460.5,carrot
63.5,28.9,26.6,18.8,71.4,6.71,516.1,carrot
37.1,43.4,28.7,18.0,69.4,6.62,534.4,carrot
59.6,49.7,38.5,18.9,71.0,6.45,491.5,carrot
51.4,16.9,36.3,18.5,69.9,6.3,525.3,carrot
63.9,11.3,50.1,18.9,71.7,6.66,504.2,carrot
67.5,68.7,47.8,17.9,70.4,6.58,529.4,carrot
83.1,47.5,20.8,17.4,69.5,6.67,535.7,carrot
55.9,25.8,22.5,18.1,72.5,6.51,544.7,carrot
80.6,47.6,64.8,18.7,68.1,6.6,523.4,carrot
68.1,33.6,46.4,18.8,70.4,6.67,512.2,carrot
70.6,46.1,29.1,18.9,71.3,6.51,492.9,carrot
59.3,44.5,53.1,17.7,69.9,6.7,476.2,carrot
51.5,35.1,41.3,18.2,71.3,6.57,486.2,carrot
48.2,43.7,42.1,18.8,70.7,6.38,541.5,carrot
36.8,50.6,36.0,17.8,67.2,6.54,535.1,carrot
73.2,32.7,45.6,19.1,71.7,6.27,487.0,carrot
61.8,44.6,41.9,18.8,71.2,6.55,453.6,carrot
57.4,62.2,46.8,19.2,71.0,6.57,484.3,carrot
59.7,49.8,24.0,18.7,69.9,6.65,519.1,carrot
24.9,60.4,41.6,17.0,69.5,6.48,513.4,carrot
62.0,42.8,19.2,19.6,70.1,6.55,453.6,carrot
54.7,36.5,56.9,18.8,69.2,6.5,471.9,carrot
62.4,48.7,44.7,18.4,69.8,6.36,486.8,carrot
81.0,36.5,49.1,18.5,69.3,6.5,520.0,carrot
66.4,32.5,44.2,19.0,70.9,6.42,474.7,carrot
42.5,41.0,56.5,18.6,70.3,6.43,503.7,carrot
47.5,34.9,45.4,19.0,69.4,6.52,514.9,carrot
47.4,29.8,34.0,17.0,68.3,6.74,557.7,carrot
46.5,50.1,61.2,18.1,69.5,6.51,479.8,carrot
51.4,42.0,53.5,16.9,71.0,6.53,561.8,carrot
61.2,56.1,38.7,20.7,68.1,6.47,573.1,carrot
95.8,50.9,54.3,17.9,69.5,6.62,501.8,carrot
76.4,43.5,25.3,19.5,69.5,6.46,515.2,carrot
64.6,51.7,43.8,19.6,68.6,6.39,474.2,carrot
65.1,38.3,44.5,18.0,71.0,6.49,473.1,carrot
62.6,28.6,25.6,18.8,70.5,6.45,580.8,carrot
45.4,43.6,27.6,19.5,71.4,6.3,510.1,carrot
85.7,27.4,25.0,17.3,69.6,6.55,464.0,carrot
47.5,38.5,39.0,17.3,70.2,6.38,519.1,carrot
57.3,44.8,58.2,17.6,68.3,6.51,505.9,carrot
32.1,39.0,10.0,18.2,67.5,6.75,500.0,carrot
57.1,59.8,43.9,17.8,71.4,6.62,557.8,carrot
67.7,56.8,49.3,19.1,71.4,6.49,588.2,carrot
70.5,45.5,34.2,19.2,73.2,6.38,542.9,carrot
51.6,18.6,27.3,18.0,68.7,6.32,555.1,carrot
73.0,49.0,10.0,17.6,71.8,6.43,502.9,carrot
65.0,29.3,30.5,18.0,70.5,6.57,487.5,carrot
70.5,36.0,44.2,17.2,69.5,6.57,502.2,carrot
54.1,32.9,23.6,18.3,69.0,6.22,462.9,carrot
60.0,39.9,52.5,19.2,70.7,6.59,517.5,carrot
63.6,33.1,49.8,19.1,69.9,6.38,534.2,carrot
73.9,33.3,21.6,18.7,69.5,6.63,501.7,carrot
47.7,27.8,54.0,18.6,68.4,6.56,539.5,carrot
37.7,41.0,61.2,19.0,71.0,6.59,494.9,carrot
51.6,53.5,70.7,18.9,68.7,6.62,412.8,carrot
51.0,35.2,23.4,18.3,68.7,6.59,479.4,carrot
71.2,56.2,38.4,18.1,67.5,6.4,476.4,carrot
41.1,39.4,45.9,18.5,72.5,6.37,509.5,carrot
68.3,58.6,18.1,18.5,71.1,6.48,454.5,carrot
51.4,44.3,30.0,17.1,67.5,6.45,518.9,carrot
61.6,43.5,62.2,18.9,68.4,6.5,464.4,carrot
77.7,44.4,31.7,19.6,71.0,6.53,515.1,carrot
43.4,55.0,33.6,17.9,69.8,6.74,538.4,carrot
53.4,51.8,30.2,18.8,67.7,6.68,456.6,carrot
74.2,47.7,37.8,19.3,68.5,6.58,485.7,carrot
77.0,38.6,10.0,17.0,69.1,6.47,464.4,carrot
38.2,23.4,46.8,16.3,69.4,6.54,476.8,carrot
74.0,28.9,57.4,19.6,69.0,6.64,434.5,carrot
42.5,33.4,35.5,18.5,69.1,6.54,522.0,carrot
82.2,26.7,46.0,18.6,73.2,6.45,580.2,carrot
50.3,28.0,28.5,17.9,73.3,6.45,485.0,carrot
59.8,33.2,30.1,17.3,70.3,6.54,507.4,carrot
83.1,63.6,36.7,18.6,69.2,6.46,498.3,carrot
65.3,32.1,22.5,17.9,71.4,6.49,498.6,carrot
87.5,43.0,12.9,19.1,70.8,6.29,506.5,carrot
58.5,39.4,14.9,19.3,70.0,6.44,487.6,carrot
61.8,44.0,17.9,19.2,70.6,6.6,503.8,carrot
81.1,38.9,45.4,17.8,70.2,6.55,502.8,carrot
58.2,37.4,37.7,18.5,69.7,6.4,491.7,carrot
43.6,40.6,35.5,17.0,68.9,6.49,496.7,carrot
68.5,35.0,46.0,18.0,70.5,6.49,509.6,carrot
83.6,48.6,31.3,18.5,69.0,6.65,466.7,carrot
47.1,49.3,27.8,19.7,70.4,6.73,520.4,carrot
68.2,44.8,30.6,18.0,70.6,6.73,586.7,carrot
58.5,40.3,41.8,19.3,70.1,6.47,500.8,carrot
10.2,20.9,32.9,18.5,70.7,6.48,448.1,carrot
76.6,32.6,23.7,19.6,69.1,6.48,520.3,carrot
59.4,32.9,57.5,19.2,69.2,6.56,537.2,carrot
51.7,28.2,36.3,17.9,70.1,6.48,525.2,carrot
66.1,31.9,51.1,18.1,68.5,6.48,503.1,carrot
66.3,41.5,16.0,19.2,69.1,6.33,459.8,carrot
42.7,39.9,25.0,18.0,70.1,6.65,510.3,carrot
71.4,31.4,24.8,18.6,70.3,6.45,494.0,carrot
63.5,53.5,44.6,18.7,68.1,6.36,561.8,carrot
72.4,39.6,13.8,18.0,70.6,6.41,514.0,carrot
52.8,43.1,76.3,18.4,71.6,6.33,481.0,carrot
44.8,40.1,60.3,20.1,70.4,6.58,498.5,carrot
58.8,24.4,56.6,18.6,69.4,6.49,565.0,carrot
78.5,40.7,21.6,18.2,69.3,6.72,508.6,carrot
61.2,53.0,37.7,19.1,68.8,6.48,536.1,carrot
40.3,31.0,51.8,19.3,68.7,6.73,474.2,carrot
76.8,42.1,27.8,18.1,69.8,6.23,481.4,carrot
63.6,47.3,51.0,17.1,68.0,6.53,454.5,carrot
63.6,48.6,33.8,19.0,71.5,6.62,551.3,carrot
54.6,33.4,33.0,18.3,69.3,6.42,557.4,carrot
54.5,39.2,12.4,18.7,71.1,6.77,509.2,carrot
69.3,55.1,65.6,17.4,70.6,6.56,495.1,carrot
62.0,37.9,32.4,18.3,70.8,6.62,473.3,carrot
69.0,29.8,42.3,18.5,69.2,6.4,523.0,carrot
66.0,33.8,45.0,18.6,69.2,6.72,500.0,carrot
47.2,14.3,69.6,20.0,71.9,6.36,503.0,carrot
65.6,55.4,30.0,17.1,72.2,6.62,505.8,carrot
77.6,58.8,36.0,18.9,69.8,6.52,496.2,carrot
43.6,59.9,29.3,17.6,72.4,6.69,472.7,carrot
44.3,34.5,79.4,19.1,72.7,6.43,476.3,carrot
68.1,25.0,56.6,18.7,69.0,6.28,465.7,carrot
62.4,30.8,46.2,19.2,71.5,6.62,496.7,carrot
64.5,56.3,20.9,18.8,70.1,6.54,516.4,carrot
43.3,28.5,70.9,17.7,69.1,6.53,502.5,carrot
78.1,22.5,28.5,18.3,69.9,6.63,461.0,carrot
44.0,18.7,33.1,18.7,68.0,6.32,498.9,carrot
57.2,20.0,57.5,19.5,71.4,6.5,477.8,carrot
60.9,42.9,58.2,18.6,70.5,6.43,446.7,carrot
75.7,44.3,44.1,17.6,71.7,6.82,519.1,carrot
58.4,15.8,27.1,19.8,71.0,6.77,490.5,carrot
68.4,28.6,31.2,18.7,69.6,6.46,472.1,carrot
59.7,48.9,12.1,19.7,70.9,6.5,483.9,carrot
60.0,10.6,30.0,18.9,71.1,6.45,518.4,carrot
73.1,38.2,15.8,18.6,72.3,6.46,549.0,carrot
61.0,38.5,79.2,19.0,69.5,6.39,561.0,carrot
87.8,41.0,52.3,19.3,66.4,6.48,504.3,carrot
49.4,40.3,61.4,18.8,72.1,6.52,483.8,carrot
71.5,43.1,53.2,17.3,70.1,6.31,509.0,carrot
50.3,40.1,25.5,19.4,69.3,6.32,498.1,carrot
62.8,24.9,26.7,19.0,67.8,6.43,469.9,carrot
52.9,27.5,42.1,18.0,70.4,6.58,483.4,carrot
57.9,45.5,27.2,18.9,71.4,6.34,553.8,carrot
50.2,22.7,35.3,18.2,70.3,6.5,522.5,carrot
49.6,44.8,44.1,18.4,70.1,6.55,451.1,carrot
65.2,29.9,28.3,18.2,69.6,6.39,486.1,carrot
52.2,60.2,13.3,18.9,70.1,6.29,491.9,carrot
78.5,12.7,61.2,20.0,69.3,6.47,508.7,carrot
25.1,54.4,25.3,18.7,67.8,6.47,533.7,carrot
48.8,43.2,28.3,17.7,70.6,6.51,435.5,carrot
66.8,42.9,34.6,17.0,72.1,6.62,487.9,carrot
35.9,34.2,22.1,19.1,69.9,6.52,518.8,carrot
75.5,39.3,30.9,17.5,68.4,6.6,515.7,carrot
56.1,37.4,43.1,19.4,71.5,6.36,518.4,carrot
44.3,32.0,28.1,19.0,71.7,6.45,504.6,carrot
53.1,52.6,10.9,18.1,69.7,6.53,491.0,carrot
69.6,40.0,36.1,16.6,71.2,6.65,533.4,carrot
44.5,39.1,62.6,17.2,68.2,6.81,504.9,carrot
68.4,60.1,26.6,18.2,66.8,6.34,488.0,carrot
48.5,58.6,29.6,18.7,70.7,6.62,590.3,carrot
84.4,29.0,36.4,17.8,69.2,6.5,549.3,carrot
84.6,41.9,29.1,18.0,70.0,6.67,489.0,carrot
35.7,39.8,24.0,19.1,70.0,6.37,500.2,carrot
64.4,47.0,31.7,18.1,69.9,6.64,549.4,carrot
49.3,36.5,39.2,19.5,69.7,6.54,510.4,carrot
61.0,37.2,32.4,18.1,69.5,6.76,552.0,carrot
30.2,51.8,55.0,18.9,66.8,6.5,529.8,carrot
50.8,34.6,53.1,18.5,68.2,6.43,506.9,carrot
61.4,43.6,36.7,19.6,69.6,6.41,520.4,carrot
54.2,49.3,54.8,18.0,70.9,6.34,520.5,carrot
43.4,43.2,26.7,18.6,70.3,6.62,512.2,carrot
71.3,45.3,43.6,19.4,70.5,6.39,464.7,carrot
73.9,31.9,36.5,20.1,71.2,6.65,476.6,carrot
82.0,36.2,41.6,18.0,68.9,6.45,490.1,carrot
81.3,25.5,28.7,17.9,71.0,6.56,499.5,carrot
76.4,41.3,53.4,18.2,70.4,6.32,550.8,carrot
53.8,41.9,22.1,19.8,72.0,6.49,467.4,carrot
77.1,37.9,25.3,18.5,68.8,6.42,491.9,carrot
21.8,29.2,55.8,18.9,70.0,6.35,525.6,carrot
57.9,51.2,38.5,19.3,69.7,6.59,473.5,carrot
37.5,32.8,38.6,18.9,69.0,6.65,489.2,carrot
66.6,61.9,10.6,19.2,70.2,6.33,470.7,carrot
49.1,38.2,21.6,17.9,73.7,6.57,527.9,carrot
47.9,57.9,60.7,19.2,71.8,6.46,534.9,carrot
60.5,22.4,23.2,17.7,71.0,6.47,487.5,carrot
46.8,40.3,54.9,18.4,68.6,6.46,476.7,carrot
72.0,9.8,33.3,18.2,71.3,6.59,485.8,carrot
39.1,43.0,39.9,18.0,71.3,6.43,472.5,carrot
67.3,53.1,37.7,17.7,70.7,6.57,533.9,carrot
84.3,26.8,22.4,17.5,67.9,6.37,493.1,carrot
51.8,44.0,35.5,19.1,67.9,6.53,528.8,carrot
65.8,35.3,22.3,17.4,70.8,6.74,484.0,carrot
67.2,35.7,65.6,18.4,70.4,6.49,487.4,carrot
47.2,30.4,59.9,19.0,71.3,6.36,476.4,carrot
83.8,22.0,58.9,18.4,70.2,6.57,479.0,carrot
68.5,27.2,51.2,16.8,71.5,6.65,530.2,carrot
63.6,31.7,44.9,17.6,69.4,6.45,468.7,carrot
76.7,38.0,10.6,17.4,69.7,6.63,501.3,carrot
73.5,43.1,41.9,17.3,69.8,6.72,537.5,carrot
67.0,52.4,37.3,17.5,70.5,6.46,479.0,carrot
92.8,42.1,38.6,18.1,71.0,6.59,470.1,carrot
66.9,46.3,46.7,18.9,68.9,6.51,490.4,carrot
63.7,37.9,23.2,19.4,70.3,6.34,517.4,carrot
61.9,37.0,66.6,18.9,70.5,6.57,517.3,carrot
32.5,33.5,21.8,18.6,67.0,6.65,415.2,carrot
70.9,71.6,48.1,18.2,69.2,6.4,512.9,carrot
36.8,46.3,33.1,17.7,72.2,6.63,529.0,carrot
81.3,40.0,36.6,18.5,70.9,6.46,487.5,carrot
80.0,51.9,39.8,19.0,70.8,6.48,511.9,carrot
63.7,30.2,22.1,19.2,70.7,6.6,491.2,carrot
79.8,40.6,27.2,18.7,71.3,6.31,475.9,carrot
45.6,36.1,39.5,18.1,70.6,6.35,493.2,carrot
62.5,37.0,41.7,19.1,69.5,6.53,509.0,carrot
47.8,46.9,11.4,16.7,70.7,6.69,531.1,carrot
77.7,55.4,49.0,17.0,69.3,6.63,492.1,carrot
39.3,45.6,31.8,19.0,71.7,6.66,457.3,carrot
59.2,65.8,65.4,20.0,70.1,6.52,467.5,carrot
63.2,30.2,24.4,17.1,70.0,6.6,516.2,carrot
85.6,46.4,53.1,18.2,70.2,6.43,496.0,carrot
29.7,46.8,28.7,18.4,71.1,6.38,465.4,carrot
78.3,39.3,58.9,18.2,68.8,6.3,523.1,carrot
77.0,49.8,31.2,19.0,70.2,6.52,521.9,carrot
50.5,41.8,45.7,18.9,69.6,6.57,479.4,carrot
62.0,42.1,26.5,18.2,69.5,6.62,524.0,carrot
75.3,30.9,45.0,18.3,71.3,6.46,506.5,carrot
52.0,21.8,45.7,18.1,71.7,6.54,551.5,carrot
66.4,29.2,41.7,18.7,68.2,6.52,528.6,carrot
78.6,36.1,27.3,17.9,69.3,6.47,472.5,carrot
62.9,41.9,29.4,19.2,71.0,6.67,534.3,carrot
69.5,41.0,42.8,19.7,69.6,6.45,496.9,carrot
33.0,45.4,56.3,18.2,69.8,6.68,493.4,carrot
64.0,28.8,40.5,17.0,71.2,6.41,497.6,carrot
55.3,18.2,35.6,19.6,70.3,6.34,556.5,carrot
86.9,44.8,52.8,19.3,69.7,6.4,454.6,carrot
52.0,28.8,66.4,18.7,71.4,6.5,525.4,carrot
85.1,26.8,46.4,19.2,69.7,6.55,425.9,carrot
74.6,20.9,32.6,18.2,71.7,6.38,460.1,carrot
55.7,56.7,45.3,19.0,70.5,6.62,523.9,carrot
45.9,33.5,47.7,19.1,70.6,6.37,512.1,carrot
69.0,22.5,42.4,18.0,69.9,6.68,490.1,carrot
47.8,42.4,44.4,18.2,70.0,6.64,492.4,carrot
71.1,35.7,38.5,18.3,69.1,6.45,478.7,carrot
75.7,32.9,66.4,17.5,70.3,6.29,484.2,carrot
64.3,59.4,50.6,18.8,70.3,6.46,438.8,carrot
77.4,38.3,44.4,18.3,71.1,6.56,453.4,carrot
65.7,34.0,49.1,18.3,68.1,6.54,502.9,carrot
